api,tool,run,interactions,2XX,4XX,5XX,401,403,covered_operations,unique_5XX,branch_coverage,line_coverage,method_coverage,area_2XX,area_4XX,area_5XX,area_401,area_403,area_covered_operations,area_unique_5XX,area_branch_coverage,area_line_coverage,area_method_coverage
person-controller,restler,run-20240604-204128,17900,5843,64,11993,-,-,4,68,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,9163,0.0,109.39664804469304,115.26881720430117
languagetool,morest,run-20240604-200515,20800,20,20780,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,4160,2169440,0,-,-,208,0,1.2185511222895489,3.923758436476371,8.842917997870092
genome-nexus,schemathesis,run-20240603-220338,3900,2969,721,210,-,-,15,1,0.19830628087508823,0.2995239080935624,0.26056745801968734,59376,14702,3922,-,-,548,38,7.532110091743118,11.469261022562614,9.904458598726118
ncs,schemathesis,run-20240603-142627,22000,12326,9674,0,-,-,4,0,0.42857142857142855,0.44,0.6896551724137931,1359618,1071382,0,-,-,876,0,93.60714285714309,96.27272727272698,151.068965517241
project-tracking-system,arat-rl,run-20240531-163446,21700,3375,17600,725,-,-,38,1,0.11458333333333333,0.3844375963020031,0.5178197064989518,330002,1961121,74177,-,-,5890,213,21.156249999999993,78.82434514637912,103.24318658280896
genome-nexus,morest,run-20240604-221823,3900,141,3042,717,-,-,8,1,0.11291460832745237,0.2260401573173256,0.2015055008685582,5211,58470,14319,-,-,290,39,4.3641496118560354,8.774787828606911,7.788650839606254
person-controller,arat-rl,run-20240601-111634,17900,7800,726,9374,-,-,8,42,0.03333333333333333,0.7318435754189944,0.8172043010752689,665850,72229,872921,-,-,1398,6106,5.633333333333323,128.12849162011145,142.62365591397818
blog,arat-rl,run-20240531-195321,25900,3356,14672,7872,-,-,20,11,0.042085427135678394,0.4595959595959596,0.4060446780551905,378363,2005345,983292,-,-,4419,2546,10.090452261306496,113.1498316498315,99.816031537451
blog,restler,run-20240606-040651,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135168,2764213,467619,-,-,2118,1989,8.39133165829147,92.04545454545436,79.01445466491482
genome-nexus,restler,run-20240604-195335,3900,1913,1987,0,-,-,13,0,0.1771347918136909,0.2873111157110329,0.2501447596988998,35297,42703,0,-,-,239,0,5.910374029640083,9.996274063340922,8.181239143022582
restcountries,schemathesis,run-20240603-150240,16300,1155,15051,94,-,-,13,1,0.8181818181818182,0.7421731123388582,0.8409090909090909,96058,1232459,8083,-,-,1895,152,122.94999999999965,113.30202578268866,131.47159090909068
user-management,schemathesis,run-20240603-232525,21000,1759,17741,1500,-,-,6,2,0.0435244161358811,0.4430379746835443,0.41504854368932037,179522,1883065,152913,-,-,1255,420,9.031847133757946,92.64715189873426,86.75000000000037
ncs,schemathesis,run-20240603-163825,22000,12438,9562,0,-,-,5,0,0.31547619047619047,0.4218181818181818,0.6896551724137931,1372062,1058938,0,-,-,1096,0,68.99999999999987,92.36363636363637,151.1034482758617
features-service,arat-rl,run-20240531-164847,16400,5787,1200,9413,-,-,16,10,0.4166666666666667,0.7199124726477024,0.7456647398843931,449998,99603,803399,-,-,2423,1454,61.47619047619056,112.62800875273521,117.83815028901759
user-management,schemathesis,run-20240603-234957,21000,2363,16753,1884,-,-,7,2,0.06687898089171974,0.5,0.4320388349514563,241063,1782817,191620,-,-,1464,420,13.858811040339644,104.38132911392405,90.23300970873778
person-controller,schemathesis,run-20240603-141447,17900,5802,482,11616,-,-,5,8,0.0,0.6033519553072626,0.6666666666666666,522156,43308,1045536,-,-,895,1429,0.0,107.92737430167571,119.21505376344116
ncs,schemathesis,run-20240603-224326,22000,12541,9459,0,-,-,4,0,0.4642857142857143,0.5018181818181818,0.7241379310344828,1381775,1049225,0,-,-,876,0,101.44047619047579,109.82909090909061,158.62068965517173
restcountries,resttestgen,run-20240531-192629,16300,2260,14026,14,-,-,22,1,0.8863636363636364,0.7771639042357275,0.8465909090909091,196357,1138593,1650,-,-,3543,162,141.67727272727282,125.37753222836047,137.21590909090878
languagetool,restler,run-20240605-140920,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
languagetool,schemathesis,run-20240603-222919,20800,3465,17335,0,-,-,1,0,0.006173545215502458,0.01917031239694858,0.042731629392971246,361908,1811692,0,-,-,208,0,1.284097404824517,3.9874249785653166,8.888178913738036
languagetool,arat-rl,run-20240531-183945,20800,10441,9002,1357,-,-,2,9,0.162341374185435,0.316200233033614,0.3170926517571885,1067370,963264,142966,-,-,414,1600,28.76479554895011,57.77336381823377,55.63751331203406
genome-nexus,resttestgen,run-20240601-130206,3900,2318,1582,0,-,-,22,0,0.21242060691601977,0.32912440488511696,0.29588882455124493,50604,27396,0,-,-,806,0,7.796753705010584,12.440695508176368,11.174869716270988
features-service,morest,run-20240604-181749,16400,70,175,16155,-,-,7,5,0.15476190476190477,0.4048140043763676,0.42196531791907516,11030,15080,1326890,-,-,1145,817,25.261904761904805,66.16192560175061,68.95953757225422
person-controller,arat-rl,run-20240531-170914,17900,7630,793,9477,-,-,8,43,0.03333333333333333,0.7318435754189944,0.8172043010752689,651111,80022,879867,-,-,1393,6700,5.733333333333323,127.63128491620083,141.83870967741905
scs,resttestgen,run-20240531-163116,21000,18020,2980,0,-,-,11,0,0.4246031746031746,0.6338983050847458,0.717948717948718,1910498,305002,0,-,-,2303,0,80.5952380952382,129.67796610169498,150.3589743589744
person-controller,restler,run-20240604-182822,17900,5843,64,11993,-,-,4,64,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,8849,0.0,109.37430167597796,115.24731182795709
languagetool,resttestgen,run-20240531-191306,20800,3637,15744,1419,-,-,2,8,0.19218017606036356,0.3452854661771495,0.3320021299254526,395848,1633695,144057,-,-,415,1355,35.635646507373984,65.39666278277312,62.65282215122455
person-controller,restler,run-20240604-185737,17900,5843,64,11993,-,-,4,64,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,9110,0.0,109.36312849162042,115.21505376344096
features-service,restler,run-20240604-204027,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.416666666666593,77.54704595185973,82.96531791907523
restcountries,arat-rl,run-20240531-185535,16300,4408,11831,61,-,-,21,1,0.8954545454545455,0.7753222836095764,0.8465909090909091,359714,971311,5575,-,-,3016,161,135.85909090909067,122.06261510128964,135.5909090909088
genome-nexus,restler,run-20240605-092406,3900,1919,1981,0,-,-,13,0,0.1771347918136909,0.2873111157110329,0.2501447596988998,35602,42398,0,-,-,237,0,5.907551164431897,9.989443179465948,8.167342211928197
project-tracking-system,restler,run-20240604-203540,21700,9866,11468,366,-,-,19,1,0.041666666666666664,0.30585516178736516,0.38155136268343814,858959,1499603,6738,-,-,3351,217,8.739583333333346,64.46456086286574,79.14046121593304
restcountries,arat-rl,run-20240531-153512,16300,4372,11834,94,-,-,20,1,0.8818181818181818,0.7697974217311234,0.8465909090909091,354198,975179,7223,-,-,3028,153,133.61818181818148,121.21915285451232,135.17613636363606
project-tracking-system,morest,run-20240603-161614,21700,195,21098,407,-,-,17,1,0.041666666666666664,0.29583975346687214,0.3836477987421384,21468,2299402,44430,-,-,3271,212,8.916666666666675,63.304314329738126,80.86582809224298
person-controller,schemathesis,run-20240603-213426,17900,7321,3810,6769,-,-,5,10,0.0,0.6759776536312849,0.7526881720430108,657348,328829,624823,-,-,871,1709,0.0,119.68156424580958,132.81720430107498
person-controller,schemathesis,run-20240603-234844,17900,2582,7723,7595,-,-,6,8,0.0,0.6089385474860335,0.6774193548387096,232254,693668,685078,-,-,1072,1420,0.0,108.68715083798884,120.80645161290288
